翻訳ID,キャラ名翻訳ID,投稿時刻,日本語,英語,中国語（簡体字）,韓国語,備考
,,,Shift　　　 　　　　　　　：　しゃがみ歩き,Присесть: Нажмите Shift,Shift　　　　　　　　　：　蹲下前进,Shift: 웅크려 이동,
,,, , , , ,
,,,[セーブについて],[О сохранении],[关于存档],[저장],
,,,１つのセーブデータを使用します。,Будет использоваться один слот для сохранения.,存档使用1个栏位。,하나의 저장 공간을 사용합니다.,
,,,オートセーブ機能に加え、,В дополнение к функции,除自动存档功能外，,자동 저장 기능 외에도,
,,,PC画面の【メニュー】から,"автосохранения, вы также можете сохранять",您也可以从电脑界面的【菜单】处,PC 화면의 [메뉴]에서,
,,,手動セーブも可能です。,игру через Меню ПК.,进行手动存档。,수동으로 저장할 수도 있습니다.,
,,,※最新のセーブデータは上書きされます。,Внимание: Ваши самые последние сохранённые данные будут перезаписаны.,注意：存档时会覆盖最新的数据。,※최신 저장 데이터를 덮어씁니다.,
,,, , , , ,
,,,[CHAPTERについて],[О главах],[关于章节],[CHAPTER 정보],
,,,過去のCHAPTERで選択を変更すると、,"Изменения, внесённые в ваши выборы",若您更改了过去章节中的选择，,이전 CHAPTER에서 선택을 변경하면,
,,,その後のCHAPTERにも影響が及ぶことが,"в предыдущих главах, могут повлиять",有可能会对未来章节中的情节,이후 CHAPTER 내용에 영향을,
,,,あります。,на будущие события.,产生影响。,줄 수 있습니다.,
pc347,,,流石にそれはまずいな……,"Не думаю, что мне стоит это делать...",这不行吧？我在干嘛啊……,이러면 안 될 것 같아......,
hi0592pc,,,いつの間にこんなプログラムが……？,С каких это пор я могу использовать эту программу...?,什么时候有的这个程序……？,언제 이런 프로그램을......?,
,,,……いちおう解除しておくか。,Пока что попробую её разблокировать...,……总之先解除一下吧。,......일단 해제해 둘까.,
pc354,R・カレルレン,**:**,そちらはR用通路です。,Этот маршрут только для Р.,本通道为R专用通道。,여기는 R 전용 통로입니다.,
,,,危険ですので、ただちに,"В целях вашей безопасности, пожалуйста,",逗留可能会遭遇危险，,위험하니 당장 학교 복도로,
,,,学園廊下へお戻りください。,вернитесь в коридор.,请立即返回学园走廊。,돌아가십시오.,
pc355,R・カレルレン,**:**,R用通路は、人間の通過を,Р-Путь не был,R用通道设计之初，,R 전용 통로는 인간의 출입을,
,,,想定していない通路です。,предназначен для использования людьми.,并未考虑到人类通行。,상정하지 않은 통로입니다.,
pc356,R・カレルレン,**:**,足場が不安定なため、,Потеря равновесия может,因此脚下地基不稳，,발판이 불안정하여,
,,,落下するおそれがあります。,привести к смертельной травме.,您可能面临坠落风险。,추락할 위험이 있습니다.,
,,,廊下へお戻りください。,"Пожалуйста, вернитесь в коридор.",请返回走廊。,복도로 돌아가십시오.,
pc357,R・カレルレン,**:**,メンテナンスモードの,Внимание: Столкновение с,您可能与进入维保模式,점검 모드 상태의 R과,
,,,Rにぶつかり、怪我をする,Р в режиме обслуживания,的R相撞，导致受伤。,부딪혀 다칠 위험이,
,,,おそれがあります。,может привести к травме.,,있습니다.,
pc358,R・カレルレン,**:**,危険ですので,"В целях вашей безопасности, пожалуйста,",为避免此种危险情况发生，,위험하니 당장,
,,,廊下へお戻りください。,вернитесь в коридор.,请返回走廊。,복도로 돌아가십시오.,
pc359,R・カレルレン,**:**,危険な行動が見られました。,Обнаружена опасная активность.,检测到高危行为。,위험 행동을 감지하였습니다.,
pc360,R・カレルレン,**:**,更なる危険行為を防ぐため,"Для предотвращения дальнейших нарушений,",为防您进一步做出危险的,추가 위험 행위 방지를 위해,
,,,該当区画の照明を,всё освещение в этой зоне будет,举动，卡列伦将关闭该区,해당 구역의 조명을,
,,,オフにします。,отключено.,所有照明。,차단하겠습니다.,
pc361,R・カレルレン,**:**,そのまま、迎えが来るまで,"Пожалуйста, не двигайтесь, пока",请您在救援抵达之前，,구조 요원이 올 때까지 그대로,
,,,動かずにお待ちください。,ожидаете прибытия помощи.,留在原地不动。,움직이지 말고 기다리십시오.,
pc365,,,宣戦布告する,Наехать на него,下战书,선전 포고를 보낸다,
pc366,,,返信しない,Не отвечать,不回复,답하지 않는다,
pc369,,,ヒント：「ルームメイトの彼」,Подсказка: «Мой сосед по комнате»,提示：“同居室友”,"힌트: ""룸메이트 이름""",
pc372,クラーク総合病院,**:**,要請に基づき、お母様の,"Согласно приказам Симбиота,",为配合相关方面要求，,"요청에 따라, 어머님의",
,,,身体の管理は紅友隊に,ваша мать теперь находится под,今后您母亲的躯体将移交给,신체 관리권을 홍우대에,
,,,移管されました。,опекой ОИП.,红友队进行管理。,이관하였습니다.,
pc377,クラーク総合病院,**:**,人工呼吸や栄養管理など,"Таким образом, все услуги будут прекращены.",因此，我院将停止为托西娅·,이 시간부로 인공 호흡 및,
,,,あらゆる医療ケアの提供を,Наше учреждение больше не может,斯泰拉斯女士提供包括呼吸、,영양 관리 등 모든 의료,
,,,終了させていただきます。,предоставлять медицинскую помощь или,营养在内的一切医学支持。,서비스 제공을 종료합니다.,
,,,ご了承ください。,жизнеобеспечение.,特此通知。,양해해 주십시오.,
pc373,エーミール,**:**,カレルレンから,"Я слышал, что случилось,",卡列伦联系我了。,카렐렌에게,
,,,連絡を受けたよ。,из сообщения Кареллена.,乔班尼，你还好吗？,연락을 받았다.,
,,,君が心配だ。,Я беспокоюсь о тебе.,我很担心你。,네가 걱정되는군.,
,,, , , , ,
,,,共生プログラムに,Почему ты не присоединишься к,你肯定是有什么苦衷，,공생 프로그램에,
,,,参加できない理由が,Программе Симбиоза?,才没法参加共生教育吧？,참가할 수 없는,
,,,あるんだろう？,"Если что-то не так,",,이유가 있겠지?,
,,, ,ты всегда можешь мне рассказать., , ,
,,,何か行動を起こす前に、, ,在你下一步行动之前，,행동하기 전에 먼저,
,,,僕に相談してくれ。,"Пожалуйста, поговори со мной, пока",可以先找我聊聊。,내게 이야기해 다오.,
,,,必ず力になる。,я ещё могу тебе помочь.,我一定会全力帮你的。,반드시 힘이 되어 주마.,
pc374,R・カレルレン,**:**,これは最終通告です。,Это уведомление является окончательным.,最后通牒。,최종 통보입니다.,
pc380,R・カレルレン,**:**,共生プログラムを,Неподчинение требованиям,若您执意拒不接受共生教育,공생 프로그램을,
,,,受講しない場合、,Программы Симбиоза,改造，,수강하지 않을 경우,
,,,あなたの人権は剥奪され、,навсегда сделает,您将被剥夺所有人权，,"귀하의 인권은 박탈되며,",
,,,共生体内で生活することは,вас непригодным для жизни,今后也将永久无法在共生体,공생체 내 생활이 영원히,
,,,永久に不可能になります。,внутри Симбиота.,内部生活。,불가능하게 됩니다.,
pc381,R・カレルレン,**:**,今すぐ抵抗をやめ、,Сопротивление бесполезно.,因此，请您立刻放弃抵抗，,당장 저항을 그만두고,
,,,お近くの紅友隊員に,Сдайтесь представителям ОИП,寻找离您最近的红友队队员,근처 홍우대 대원에게,
,,,自首してください。,немедленно.,投案自首。,자수하십시오.,
pc375,R・カレルレン,**:**,ジョバンニ・スタイラス,"Джованни Стайлус, ваше",已注销乔班尼·斯泰拉斯的,조반니 스타일러스의,
,,,の「学籍」「市民登録」,зачисление в Галактическую Академию,“学籍”及“公民户籍”。,"학적, ""시민권""",
