翻訳ID,日本語,英語,中国語（簡体字）,韓国語,備考
,どこかを ゆびさして…？,Он на что-то показывает...,你指着那边干什么……？,어딘가 가리키네요...?,
miniYama9,そうだ！ きみだよ。,"О! Это не «что-то», это «кто-то»!",哦！他指的是你。,그렇구나! 지금 화면 앞에 있는,
,がめんのまえの きみの でばんだ！,"Это ты, перед экраном!",现在轮到屏幕前的你出场啦！,여러분이 나설 차례예요!,
miniYama10,デイブくんを たすけてあげて！,Ты можешь помочь Дэйву прокрасться мимо Фисташки!,按下键盘上的 SHIFT 键，,데이브를 도와주세요!,
,きみの てもとの SHIFTキーを おすんだ！,"Всё, что нужно сделать, – это нажать «Shift».",用你的聪明才智帮帮戴维吧！,빨리 SHIFT 키를 눌러 보세요!,
miniYama11,SHIFTキーを おせば,"Нажми клавишу «Shift»,",只要按下 SHIFT 键，,SHIFT 키를 누르면,
,デイブくんが しゃがむよ！,и Дэйв будет красться!,戴维就会蹲下来悄悄前进！,데이브가 몸을 웅크린답니다!,
miniYama12,しゃがんで しげみに かくれれば、,"Если он спрячется за деревьями,",蹲下来之后，被树丛挡住，,몸을 웅크리고 수풀에 숨으면,
,まぬけな ピスタチオは きづかない！,бестолковый Фисташка его не найдёт!,笨笨的比思答就看不见他了！,피스타치오에게 들키지 않을 거예요!,
miniYama13,きみの てもとの SHIFTキーで,"Используй клавишу «Shift», чтобы помочь Дэйву",用你手边的 SHIFT 键，,SHIFT 키를 잘 눌러 가며,
,デイブくんを たすけてあげて！,сбежать от его голодного охотника!,帮助戴维逃出去吧！,데이브를 도와주세요!,
,でも ぷれぜんとも みつけてね。,Но не забудь про подарки Дэйва!,还有礼物可能也掉在附近。,하지만 선물도 찾아야겠죠?,
miniYama14,ウワァーッ！  うさぎくん！,«Эй! Нахальный кролик!» – закричал Дэйв.,哇啊——！你这只小兔子！,앗! 토끼야!,
,なんてこと するんだい！？,Зачем ты это сделал?!,怎么可以做出这种事？！,대체 무슨 짓이니?!,
,はしが なくなっちゃった！,Теперь моста нет!,这样戴维不就没法过桥了吗！,다리가 망가지고 말았네요!,
miniYama15,うしろから ピスタチオが おってくる！,Но Фисташка идёт по пятам.,比思答马上会追过来的，,거기다 피스타치오도 쫓아와요!,
,はやく むこうに にげないと。,"Скорее, нам нужно на ту сторону!",要赶快想办法逃到对面去！,빨리 건너편으로 도망쳐요!,
,でも ぷれぜんとも みつけてね。,Но не забудь про подарки Дэйва!,走之前别忘了拿礼物哦。,하지만 선물도 찾아야겠죠?,
miniYama16,あれ？ なふだが おちてるよ。,О? На земле именная бирка.,咦？地上有一块姓名吊牌。,어라? 이름표가 떨어져 있네요.,
,<<チョコ>>って かいてある。,На ней написано имя <<Чоко>>.,上面写着……朱古丽。,<<초코>>라고 쓰여 있어요.,
,デイブくん、おぼえたよね？,"Запомни это, Дэйв!",戴维，你记住了吗？,"데이브, 잘 외워 뒀나요?",
miniYama16B,\C[24]Choco,\C[24]Чоко,\C[24]Choco,\C[24]Choco,
miniYama17,おやおや？ つえが おいてある。,Что это? Какой-то посох?,嗯嗯？这里怎么有一根棍子？,어라? 지팡이가 있네요.,
,『まほうのつえの つかいかた』,Как пользоваться волшебным посохом,魔杖的使用说明书……？,마법 지팡이 사용법,
,デイブくんが がんばって よんでみるよ。,Дэйв изо всех сил старается прочитать это вслух.,戴维努力想要看懂上面写的字。,데이브는 열심히 설명서를 읽었어요.,
miniYama18,『まほうのつえを つかうには、,"«Чтобы использовать волшебный посох, введите",【如果你想用魔杖施展魔法，,마법 지팡이를 사용하려면,
,　うごかすものの <<なまえ>>を いれて,"<<имя>> того, что вы хотите передвинуть,",输入想驱动的东西的名字，,떠오른 <<이름>>을 적고,
,　Eキーを おしてね。』,и нажмите клавишу «E»».,再按E键就好啦。】,E 키를 누르세요.,
miniYama19,どうしよう。,Что же делать Дэйву?,嗯……可是，,이걸 어쩌죠?,
,いい なまえが おもいつかないよ。,Он не может придумать подходящее имя.,想不到要驱动什么。,지금은 떠오르는 이름이 없네요.,
,あたりを さがしてみよう。,"Может, ему осмотреться?",看看附近有什么吧。,주변을 살펴보는 게 좋겠어요.,
miniYama20,さっき おちてた なふだ。,Та самая именная бирка!,对了！刚刚掉在地上的吊牌，,아까 주웠던 그 이름표 말인데요.,
,<<チョコ>>って かいてあったね！,На ней было имя! <<Чоко>>!,上面写着朱古丽这个名字！,분명 <<초코>>라 쓰여 있었죠?,
,つえに いれちゃえ。,Давай введём его в волшебный посох.,把它放到魔杖里面吧。,지팡이에 적어 봐요.,
miniYama21,デイブくん。さっそく,Теперь Дэйв может использовать волшебный посох.,好了戴维，,"데이브, 이제 마법 지팡이를",
,まほうのつえを つかってみて！,"Давай, попробуй!",是时候发挥魔杖的威力了！,사용해 보세요!,
,Eキーを おして つかうんだよ！,"Ты можешь использовать его, нажав клавишу «E».",要按E键来使用哦！,E 키를 눌러 사용할 수 있어요!,
miniYama22,『タマネギ』って かいてある。,О? Кто-то написал здесь «Луковка».,上面写着洋葱头。,양파라고 적혀 있네요.,
,たぶん デイブくんへの わるくちだ…。,"Дэйву не нравится, когда его так называют...",大、大概是在取笑戴维吧……,데이브에게 하는 못된 말 같아요...,
miniYama23,デイブくんは いのち からがら,Дэйву удалось сбежать из особняка,戴维拼尽全力，,겨우 목숨을 건진 데이브는 무사히,
,もりの おやしきから にげだしました。,чудом унёс ноги!,好不容易从大房子里逃了出来。,숲 속 저택을 빠져나왔답니다.,
,その かえりみち…。,А по дороге домой...,在回家的路上……,그렇게 집으로 돌아가려는데...,
miniYama24,いじわるウサギの チョコちゃんだ。,"Это тот самый нахальный кролик, Чоко.",他又碰到了爱捣蛋的小兔子朱古丽。,"심술쟁이 토끼, 초코가 보이네요.",
,かのじょも ぶじ だったんだ。,"Похоже, она тоже выбралась целой и невредимой.",原来她也没有被吃掉啊。,초코도 무사히 빠져나온 것 같아요.,
,デイブくんも ひとあんしん。,Дэйв облегчённо вздыхает.,那就好那就好。戴维松了一口气。,데이브도 마음이 놓였나 보네요.,
miniYama25,あれれ？チョコちゃんが、,"А? Кажется, Чоко хочет",嗯嗯？,어라?,
,あやまってるよ。,извиниться.,朱古丽说她要向戴维道歉。,갑자기 초코가 사과를 하네요.,
miniYama26,「タマネギ、ごめんなさい。」,"Прости, Луковка.",是我不好，对不起啦，洋葱头。,양파라 불러서 미안해.,
,よかった、なかなおりだ！,Чоко и Дэйв снова друзья!,太好了，这样他们就和好啦！,다시 사이좋은 친구가 되었네요!,
miniYama27,でもね、チョコちゃんは,Но что это? Чоко уставилась на,不过，朱古丽说完对不起，,하지만 초코는 어쩐지 마법 지팡이를,
,まほうのつえを じーっとみてる。,новый волшебный посох Дэйва.,却紧紧盯着戴维的魔杖不放。,뚫어져라 쳐다보는 것 같네요.,
