翻訳ID,日本語,英語,中国語（簡体字）,韓国語,備考
day22_4313,……遊んでないで早く殺せよ。,"Ну что, убьёшь нас или так и будешь",……别玩了，要杀快点杀。,……적당히 놀고 빨리 해치우지 그래?,
,演算能力足りてないのかな……,"тявкать? Похоже, у тебя и вправду",是不是算力差到打不中啊？,연산 능력이 부족한 거 아니야?,
,それともセンサーの配置が悪いのか？,куриные мозги. Или твои сенсоры,也没准传感器配置太烂，谁知道呢。,"아니면, 센서 배치가 엉망이라서 그런가?",
,,совсем сгорели.,,,
day22_4314,\{カァア\.ー\.ー\.ー\.ッッッ\.！！\},\{КА-А-АР?!\},\{[嘎\.—\.—\.—\.！！！/},\{크아아악\.~\.~\.~\.~\.!!\},
,テメェ！　余計ナ口ヲ叩キヤガッテ！！,"Я НАУЧУ ТЕБЯ, СОПЛЯК!",臭小子你刚说什么！！],네놈! 쓸데없는 소리를 지껄이는구나!,
day22_4315,イイゼ！！　ソンナニイウナラ,"ВЫ, ДЕБИЛЫ, ТАК ХОТИТЕ",[行吧！！这是你自找的，,좋아!! 그렇게 죽고 싶다면,
,マトメテカタヅケテヤルヨ！！,СДОХНУТЬ? Я БУДУ БОЛЕЕ ЧЕМ,老子就送你俩一块归西好了！！],한꺼번에 처리해 주마!!,
,,СЧАСТЛИВ ИСПОЛНИТЬ ВАШЕ ЖЕЛАНИЕ!,,,
day22_4316,煽るなよ！,Зачем ты его провоцируешь?!,你别挑衅它啊！！,도발하면 어쩌라는 거야!!,
day22_4317,ごめん、つい。,Прости! Не мог удержаться.,抱歉，没忍住。,"미안, 나도 모르게 그만……",
day22_4318,一斉射撃ダ！！,Я УБЬЮ ВАС ОДНИМ МАХОМ!,全弹齐射！！,일제사격이다!!,
day22_4319,……\.\.まずいな……,"...\.\.Это плохо.",……\.\.惨喽……,……\.\.이거 야단났네……,
day22_4320,\C[1]（ダメだ！,\C[1](Чёрт!,\C[1]（完蛋了！,\C[1](틀렸어! 이번에는,
,　今度こそ逃げられない……！）,Неужели действительно нет выхода?!),这次是真逃不掉了……！）,도망칠 수 없어……!),
day22_4321,やってやった……,Я сделал это...,成功了……,해냈어……,
day22_4322,やってやった！！,Я действительно это сделал!,成功了！！,내가 해냈다고!!,
,ははははっ！　ざまーみやがれ！！,Ха-ха-ха! Выкуси!,哈哈哈哈哈！活该！吃屎去吧！！,"크하하하하! 꼴 좋다, 이 자식아!!",
day22_432,おい、新入り！　しくじるなよ！！,"Эй, новичок! Ты лучше не облажайся!",喂，新来的！你最好小心点！！,"이봐, 신입! 실패하지 마!!",
,絶対にしくじるな！！！,"Я убью тебя, если облажаешься!",绝对别给我搞砸啊！！！,반드시 성공하라고!!!,
day22_433,勝つのはオレ達だ！！！,"Нам лучше победить, или хуже будет!",这场仗，咱们才是赢家！！！,이기는 건 우리니까 말이야!!!,
day22_434_2,中心の光源から,Свет из его центра,从中央的光源不断地向四周,중앙에 있는 광원으로부터,
,周囲にエクリプターを投影している。,проецирует эклипсеры повсюду.,投影各种规格的“障目”图案。,이클립터를 방출하고 있다.,
,エコリプスの音源も流れているようだ。,"Реверберы, похоже, тоже работают.",似乎也在同步播放含有“希声”的音频。,에코립스도 같이 흘러나오는 것 같다.,
day22_434_6,穴だらけだ。,Изрешечено дырами.,满是孔洞。,온통 구멍투성이다.,
day22_434_3,\C[1]（スニファー……）,\C[1](Сниффер...),\C[1]（小闻……）,\C[1](스니퍼……),
day22_434_4,ラビのエクリプターのおかげで、,Мне удалось избежать Марка,多亏了拉比带来的“障目”，,라비가 설치한 이클립터 덕분에,
,マークには気付かれていないようだ。,благодаря эклипсеру Раби.,马克似乎没有发现我。,마크는 이쪽의 행동을 모르는 것 같다.,
day22_434_5,動かない。,Он не двигается.,一动不动。,움직이지 않는다.,
day22_434,\C[1]（ラビ……）,\C[1](Раби...),\C[1]（拉比……）,\C[1](라비……),
day22_435,\>イデアル・ハック専用ケーブルを繋ぐ,\\>Подключить кабель Идеального Взлома,\>插上理想骇解专用数据线,\>아이디얼 해킹 전용 코드를 연결한다,
day22_436,……,……,...,……,……
day22_437,自動アナウンスによる,Это автоматическое объявление.,接下来将由自动音声,자동 안내 방송,
,ガイドを開始します。,Начинаем экскурсию.,为您导航。,가이드를 시작합니다.,
day22_438,ホロスクリーンの記録を再生します。,Запускаю воспроизведение голоэкрана.,系统将播放全息影像。,홀로스크린 기록을 재생합니다.,
,絵に手を触れてください。,"Пожалуйста, коснитесь изображения рукой.",请用手触摸画作。,그림에 접촉해 보세요.,
day22_439,海の絵……,Это изображение моря...,大海……,바다 그림이네……,
,これに触ればいいのか？,Его точно можно трогать?,摸这幅画就行了吗？,이걸 만지면 되나?,
day22_440,手を触れる,Коснуться,触摸,만져본다,
day22_441,再生を開始します。,Запускаю воспроизведение.,开始播放纪录。,재생을 시작합니다.,
day22_442,モーリィ・リースは、地球・アメリカの,Молли Райсс родилась на Земле,莫莉·莉斯生于地球美利坚合众国,"몰리 리스는 지구, 미국의 작은",
,海沿いの小さな町で生まれました。,в маленьком приморском городке,沿海的一个小村庄。,해안가 마을에서 태어났습니다.,
,養父母の両親は、裕福ではありませんでした。,в Америке.,养育她长大的父母并不富裕。,양부모 아래 자란 몰리의 집은 가난했죠.,
,,Её приёмные родители жили небогато.,,,
dat22_442_1,再生……？,Воспроизведение...?,播放……？,재생……?,
,なんのアナウンスだ？,Что это за объявление такое?,这是什么广播？,무슨 방송이지?,
day22_442_2,小型の望遠鏡が設置されている。,Здесь установлен небольшой телескоп.,这里架设着一台小型望远镜。,작은 망원경이 설치되어 있다.,
day22_442_3,覗いてみる,Посмотреть,看一看,들여다본다,
day22_443,今夜はもうひとつ,"Держу пари, сегодня мы увидим ещё",今天晚上应该还能看到,오늘 밤에는 또 커다란,
,大きいのが見えたはず……,один большой сегодня вечером!,另一个更大的……,별을 하나 볼 수 있을 거야……,
day22_444,幼い頃の彼女は口を開けば宇宙の話ばかり。,В детстве она была одержима космосом.,幼时的她，张口就是说不完的宇宙故事。,"어린 시절, 몰리는 늘 우주 이야기만 했죠.",
,裏庭で自作ロケットを打ち上げるなど、,"Она запускала модели ракет у себя",还曾在自家后院发射自制的火箭，,"뒤뜰에서 직접 만든 로켓을 쏘아 올리는 등,",
,とにかく人騒がせな子どもでした。,"во дворе, и была настоящим сорванцом.",总之是一个非常兴师动众的孩子。,항상 소란스러웠던 아이였습니다.,
day22_445,変わった形のクッションだ。,Подушка странной формы.,形状奇特的靠垫。,특이한 모양의 쿠션이다.,
day22_446,\C[1]（星の形と……「三日月型」か？,\C[1](Это звезда... и полумесяц?,\C[1]（星星形，还有……这是“月牙”形？,"\C[1](별 모양과…… ""초승달 모양""인가?",
,　そういえば、地球では衛星が,"О, точно. Очевидно, земная луна",对了，好像在地球上的人，,"그러고 보니, 지구에서는 위성이",
,　こんな形に見えるって聞いたな……）,для них иногда так выглядела.),会把地球的卫星看成这样……）,이런 모습으로 보인다고 했지……）,
day22_447,棚の上に惑星の模型がある。,На полке модель планеты.,架子上有个星球模型。,선반 위에 행성 모형이 보인다.,
,青い星……「地球」だろう。,"Она голубая. Должно быть, это Земля.",是蓝色的……估计是“地球”吧。,"푸른 별…… ""지구"" 같다.",
day22_449,”Attention Is All You Need” 徹底解説！,"""«Внимание — это всё, что вам нужно»","""Attention Is All You Need""详解！",”Attention Is All You Need” 철저 분석!,
,,"с полными комментариями!""",,,
day22_450,『星座を見つけよう』,"""«Найди Созвездия»""",《星座，我们一起去发现》,"""별자리 찾기""",
,『宇宙への秘密の鍵』,"""«Секретный ключ Джорджа ко Вселенной»""",《乔治的宇宙秘密钥匙》,"""조지의 우주를 여는 비밀열쇠""",
,『忙しすぎる人のための宇宙講座』,"""«Астрофизика для тех, кто спешит»""",《给忙碌者的天体物理学》,"""날마다 천체 물리""",
day22_451,小さいコンピュータが,На полке выстроено множество,摆着好几种小型电脑。,소형 컴퓨터가,
,何種類も置いてある。,типов маленьких компьютеров.,,여러 대 놓여있다.,
