翻訳ID,キャラ名翻訳ID,投稿時刻,日本語,英語,中国語（簡体字）,韓国語,備考
,,,"左クリック／Enter,Space,Z ：　決定、調べる",Confirm/Interact: Left Click or press Enter/Space/Z,"鼠标左键／Enter,Space,Z ：　确定、调查","마우스 왼쪽 버튼/Enter/Space/Z: 결정, 조사",
,,,"PCアイコン／右クリック／Esc,X ：　PCを開く",Open PC: Right Click/select PC Icon or press Esc/X,"点击电脑图标／鼠标右键／Esc,X：　打开电脑",PC 아이콘 클릭/마우스 오른쪽 버튼/Esc/X: PC 닫기,
,,,ハッキングアイコン／E ：　ハッキング・エリア解析,Hacking Scan: Select Hacking Icon or press E,点击骇解图标／E　　　　　　　：　骇入区域分析,해킹 아이콘 클릭/E: 해킹 지역 분석,
,,,顔アイコン／C　　　　　　：　相談,Chat: Select Face Icon or press C,点击头像图标／C　　　　：　商谈,얼굴 아이콘 클릭/C: 대화,
,,, , , , ,
,,,[セーブについて],[About Saving],[关于存档],[저장],
,,,１つのセーブデータを使用します。,One save slot will be used.,存档使用1个栏位。,하나의 저장 공간을 사용합니다.,
,,,オートセーブ機能に加え、,In addition to the Auto-Save,除自动存档功能外，,자동 저장 기능 외에도,
,,,PC画面の【メニュー】から,"function, you also can save",您也可以从电脑界面的【菜单】处,PC 화면의 [메뉴]에서,
,,,手動セーブも可能です。,your game from the PC Menu.,进行手动存档。,수동으로 저장할 수도 있습니다.,
,,,※最新のセーブデータは上書きされます。,Warning: Your most recent save data will be overwritten.,注意：存档时会覆盖最新的数据。,※최신 저장 데이터를 덮어씁니다.,
,,, , , , ,
,,,[CHAPTERについて],[About Chapters],[关于章节],[CHAPTER 정보],
,,,過去のCHAPTERで選択を変更すると、,Changes made to your choices,若您更改了过去章节中的选择，,이전 CHAPTER에서 선택을 변경하면,
,,,その後のCHAPTERにも影響が及ぶことが,in previous chapters may have,有可能会对未来章节中的情节,이후 CHAPTER 내용에 영향을,
,,,あります。,an effect on future events.,产生影响。,줄 수 있습니다.,
pc363,,,[PC内操作],[PC Controls],[电脑操作],[PC 내 조작],
,,,"マウス選択／→↓↑←,WASD ：　移動",Move: Left Click or press →↓↑←/WASD,"鼠标点选／→↓↑←,WASD ：　移动",마우스 조작/→↓↑←/WASD: 이동,
,,,"左クリック／Enter,Space,Z ：　決定",Confirm: Left Click or press Enter/Space/Z,"鼠标左键／Enter,Space,Z ：　确定",마우스 왼쪽 버튼/Enter/Space/Z: 결정,
,,,"右クリック／Esc,X　　　　：　戻る／PCを閉じる",Return/Close PC: Right Click or press Esc/X,"鼠标右键／Esc,X键　　　： 返回 / 关闭电脑","마우스 오른쪽 버튼/Esc/X: 취소, PC 닫기",
,,, ,,,,
,,,[マップ内操作],[Map Controls],[地图操作],[지도 내 조작],
,,,"マウス選択／→↓↑←,WASD ：　移動",Move: Left Click or press →↓↑←/WASD,"鼠标点选／→↓↑←,WASD ：　移动",마우스 조작/→↓↑←/WASD: 이동,
,,,"左クリック／Enter,Space,Z ：　決定、調べる",Confirm/Interact: Left Click or press Enter/Space/Z,"鼠标左键／Enter,Space,Z ：　确定、调查","마우스 왼쪽 버튼/Enter/Space/Z: 결정, 조사",
,,,"PCアイコン／右クリック／Esc,X ：　PCを開く",Open PC: Right Click/select PC Icon or press Esc/X,"点击电脑图标／鼠标右键／Esc,X：　打开电脑",PC 아이콘 클릭/마우스 오른쪽 버튼/Esc/X: PC 닫기,
,,,ハッキングアイコン／E ：　ハッキング・エリア解析,Hacking Scan: Select Hacking Icon or press E,点击骇解图标／E　　　　　　　：　骇入区域分析,해킹 아이콘 클릭/E: 해킹 지역 분석,
,,,顔アイコン／C　　　　　　：　相談,Chat: Select Face Icon or press C,点击头像图标／C　　　　：　商谈,얼굴 아이콘 클릭/C: 대화,
,,,Shift　　　 　　　　　　　：　しゃがみ歩き,Crouch: Press Shift,Shift　　　　　　　　　：　蹲下前进,Shift: 웅크려 이동,
,,, , , , ,
,,,[セーブについて],[About Saving],[关于存档],[저장],
,,,１つのセーブデータを使用します。,One save slot will be used.,存档使用1个栏位。,하나의 저장 공간을 사용합니다.,
,,,オートセーブ機能に加え、,In addition to the Auto-Save,除自动存档功能外，,자동 저장 기능 외에도,
,,,PC画面の【メニュー】から,"function, you also can save",您也可以从电脑界面的【菜单】处,PC 화면의 [메뉴]에서,
,,,手動セーブも可能です。,your game from the PC Menu.,进行手动存档。,수동으로 저장할 수도 있습니다.,
,,,※最新のセーブデータは上書きされます。,Warning: Your most recent save data will be overwritten.,注意：存档时会覆盖最新的数据。,※최신 저장 데이터를 덮어씁니다.,
,,, , , , ,
,,,[CHAPTERについて],[About Chapters],[关于章节],[CHAPTER 정보],
,,,過去のCHAPTERで選択を変更すると、,Changes made to your choices,若您更改了过去章节中的选择，,이전 CHAPTER에서 선택을 변경하면,
,,,その後のCHAPTERにも影響が及ぶことが,in previous chapters may have,有可能会对未来章节中的情节,이후 CHAPTER 내용에 영향을,
,,,あります。,an effect on future events.,产生影响。,줄 수 있습니다.,
pc347,,,流石にそれはまずいな……,I don't think I should do that...,这不行吧？我在干嘛啊……,이러면 안 될 것 같아......,
hi0592pc,,,いつの間にこんなプログラムが……？,Since when could I use this program...?,什么时候有的这个程序……？,언제 이런 프로그램을......?,
,,,……いちおう解除しておくか。,I'll try unlocking it for now...,……总之先解除一下吧。,......일단 해제해 둘까.,
pc354,R・カレルレン,**:**,そちらはR用通路です。,That route is for Rs only.,本通道为R专用通道。,여기는 R 전용 통로입니다.,
,,,危険ですので、ただちに,"For your safety, please",逗留可能会遭遇危险，,위험하니 당장 학교 복도로,
,,,学園廊下へお戻りください。,return to the hallway.,请立即返回学园走廊。,돌아가십시오.,
pc355,R・カレルレン,**:**,R用通路は、人間の通過を,The R-Way was not,R用通道设计之初，,R 전용 통로는 인간의 출입을,
,,,想定していない通路です。,designed for human use.,并未考虑到人类通行。,상정하지 않은 통로입니다.,
pc356,R・カレルレン,**:**,足場が不安定なため、,Losing your footing may,因此脚下地基不稳，,발판이 불안정하여,
,,,落下するおそれがあります。,result in a fatal injury.,您可能面临坠落风险。,추락할 위험이 있습니다.,
,,,廊下へお戻りください。,Please return to the hallway.,请返回走廊。,복도로 돌아가십시오.,
pc357,R・カレルレン,**:**,メンテナンスモードの,Caution: Collision with,您可能与进入维保模式,점검 모드 상태의 R과,
,,,Rにぶつかり、怪我をする,Rs in maintenance mode,的R相撞，导致受伤。,부딪혀 다칠 위험이,
,,,おそれがあります。,may result in injury.,,있습니다.,
pc358,R・カレルレン,**:**,危険ですので,"For your safety, please",为避免此种危险情况发生，,위험하니 당장,
,,,廊下へお戻りください。,return to the hallway.,请返回走廊。,복도로 돌아가십시오.,
pc359,R・カレルレン,**:**,危険な行動が見られました。,Detected dangerous activity.,检测到高危行为。,위험 행동을 감지하였습니다.,
pc360,R・カレルレン,**:**,更なる危険行為を防ぐため,"To prevent further infractions,",为防您进一步做出危险的,추가 위험 행위 방지를 위해,
,,,該当区画の照明を,all lights in the area will be,举动，卡列伦将关闭该区,해당 구역의 조명을,
,,,オフにします。,turned off.,所有照明。,차단하겠습니다.,
pc361,R・カレルレン,**:**,そのまま、迎えが来るまで,Please do not move while,请您在救援抵达之前，,구조 요원이 올 때까지 그대로,
,,,動かずにお待ちください。,you wait for help to arrive.,留在原地不动。,움직이지 말고 기다리십시오.,
pc365,,,宣戦布告する,Go off on him,下战书,선전 포고를 보낸다,
pc366,,,返信しない,Don't reply,不回复,답하지 않는다,
pc369,,,ヒント：「ルームメイトの彼」,"Hint: ""My roommate""",提示：“同居室友”,"힌트: ""룸메이트 이름""",
pc372,クラーク総合病院,**:**,要請に基づき、お母様の,"As per Symbiote orders,",为配合相关方面要求，,"요청에 따라, 어머님의",
,,,身体の管理は紅友隊に,your mother is now under,今后您母亲的躯体将移交给,신체 관리권을 홍우대에,
,,,移管されました。,the care of RED.,红友队进行管理。,이관하였습니다.,
pc377,クラーク総合病院,**:**,人工呼吸や栄養管理など,"Thus, all services will cease.",因此，我院将停止为托西娅·,이 시간부로 인공 호흡 및,
,,,あらゆる医療ケアの提供を,Our facility can no longer,斯泰拉斯女士提供包括呼吸、,영양 관리 등 모든 의료,
,,,終了させていただきます。,provide medical care or,营养在内的一切医学支持。,서비스 제공을 종료합니다.,
,,,ご了承ください。,life support.,特此通知。,양해해 주십시오.,
pc373,エーミール,**:**,カレルレンから,I heard what happened,卡列伦联系我了。,카렐렌에게,
,,,連絡を受けたよ。,from Karellen's message.,乔班尼，你还好吗？,연락을 받았다.,
,,,君が心配だ。,I'm worried about you.,我很担心你。,네가 걱정되는군.,
,,, , , , ,
,,,共生プログラムに,Why won't you join the,你肯定是有什么苦衷，,공생 프로그램에,
,,,参加できない理由が,Symbiosis Program?,才没法参加共生教育吧？,참가할 수 없는,
,,,あるんだろう？,"If something's wrong,",,이유가 있겠지?,
,,, ,you can always tell me., , ,
,,,何か行動を起こす前に、, ,在你下一步行动之前，,행동하기 전에 먼저,
,,,僕に相談してくれ。,"Please, talk to me while",可以先找我聊聊。,내게 이야기해 다오.,
,,,必ず力になる。,I can still help you.,我一定会全力帮你的。,반드시 힘이 되어 주마.,
pc374,R・カレルレン,**:**,これは最終通告です。,This notice is final.,最后通牒。,최종 통보입니다.,
pc380,R・カレルレン,**:**,共生プログラムを,Failure to comply with,若您执意拒不接受共生教育,공생 프로그램을,
,,,受講しない場合、,the Symbiosis Program,改造，,수강하지 않을 경우,
,,,あなたの人権は剥奪され、,will permanently render,您将被剥夺所有人权，,"귀하의 인권은 박탈되며,",
,,,共生体内で生活することは,you unfit for life,今后也将永久无法在共生体,공생체 내 생활이 영원히,
,,,永久に不可能になります。,within the Symbiote.,内部生活。,불가능하게 됩니다.,
pc381,R・カレルレン,**:**,今すぐ抵抗をやめ、,Resistance is futile.,因此，请您立刻放弃抵抗，,당장 저항을 그만두고,
,,,お近くの紅友隊員に,Turn yourself in to RED,寻找离您最近的红友队队员,근처 홍우대 대원에게,
,,,自首してください。,officials at once.,投案自首。,자수하십시오.,
pc375,R・カレルレン,**:**,ジョバンニ・スタイラス,"Giovanni Stylus, your",已注销乔班尼·斯泰拉斯的,조반니 스타일러스의,
,,,の「学籍」「市民登録」,enrollment in Prima Zeus,“学籍”及“公民户籍”。,"학적, ""시민권""",
,,,および,Galactic Academy as well,此外，,및,
,,,トーシア・スタイラスの,as the citizenship of,托西娅·斯泰拉斯的,토시아 스타일러스의,
,,,「市民登録」,both you and your mother,“公民户籍”,시민 등록을,
,,,を削除しました。,have been revoked.,也已注销完毕。,삭제하였습니다.,
